latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
17.89105,-77.52062,333.38,0.42,0.38,2025-01-16,1832,N20,nominal,2.0NRT,300.17,3.14,D
32.68371,-87.43817,328.3,0.46,0.39,2025-01-16,1836,N20,nominal,2.0NRT,286.91,3.39,D
17.9814,-77.00304,346.65,0.45,0.39,2025-01-16,1832,N20,nominal,2.0NRT,306.47,13.19,D
32.68283,-87.44301,355.52,0.46,0.39,2025-01-16,1836,N20,nominal,2.0NRT,295.84,16.54,D
32.68196,-87.44784,336.66,0.46,0.39,2025-01-16,1836,N20,nominal,2.0NRT,292.41,16.54,D
17.98553,-76.99939,338.33,0.45,0.39,2025-01-16,1832,N20,nominal,2.0NRT,303.85,7.79,D
33.75322,-80.46109,356.32,0.45,0.39,2025-01-16,1836,N20,nominal,2.0NRT,295.84,24.7,D
17.98494,-77.00357,344.4,0.45,0.39,2025-01-16,1832,N20,nominal,2.0NRT,304.8,13.19,D
32.95406,-85.90746,342.95,0.41,0.37,2025-01-16,1836,N20,nominal,2.0NRT,292.14,6.33,D
17.98906,-76.99991,346.59,0.45,0.39,2025-01-16,1832,N20,nominal,2.0NRT,303.55,5.06,D
32.95596,-85.90195,325.41,0.41,0.37,2025-01-16,1836,N20,nominal,2.0NRT,287.09,2.38,D
17.98848,-77.0041,333.4,0.45,0.39,2025-01-16,1832,N20,nominal,2.0NRT,303.59,2.81,D
32.95522,-85.90625,330.4,0.41,0.37,2025-01-16,1836,N20,nominal,2.0NRT,290.98,3.98,D
17.98904,-76.9996,340.99,0.45,0.39,2025-01-16,1832,N20,nominal,2.0NRT,302.78,4.01,D
32.68172,-87.44007,345.73,0.46,0.39,2025-01-16,1836,N20,nominal,2.0NRT,292.87,18.56,D
17.98847,-77.00379,334.13,0.45,0.39,2025-01-16,1832,N20,nominal,2.0NRT,303.78,3.31,D
32.68083,-87.44489,349.32,0.46,0.39,2025-01-16,1836,N20,nominal,2.0NRT,301.56,18.56,D
17.98971,-77.76379,339.12,0.42,0.37,2025-01-16,1832,N20,nominal,2.0NRT,304.58,3.54,D
33.75145,-80.46323,343.45,0.45,0.39,2025-01-16,1836,N20,nominal,2.0NRT,293.55,15.15,D
18.98872,-72.1238,345.26,0.59,0.53,2025-01-16,1832,N20,nominal,2.0NRT,304.67,7.98,D
32.68438,-87.44578,339.74,0.46,0.39,2025-01-16,1836,N20,nominal,2.0NRT,288.59,18.56,D
33.75562,-80.45895,329.48,0.46,0.39,2025-01-16,1836,N20,nominal,2.0NRT,290.25,8.96,D
18.24998,-78.14406,329.95,0.41,0.37,2025-01-16,1832,N20,low,2.0NRT,303.9,4.33,D
33.75503,-80.46386,344.66,0.45,0.39,2025-01-16,1836,N20,nominal,2.0NRT,291.21,8.96,D
18.25906,-78.1533,342.01,0.41,0.37,2025-01-16,1832,N20,nominal,2.0NRT,303.68,4.23,D
33.52299,-82.26137,325.47,0.4,0.37,2025-01-16,1836,N20,nominal,2.0NRT,287.9,1.17,D
32.87948,-86.38438,343.7,0.42,0.38,2025-01-16,1836,N20,nominal,2.0NRT,291.75,5.46,D
19.18424,-71.54935,342.35,0.32,0.55,2025-01-16,1832,N20,nominal,2.0NRT,297.61,3.75,D
32.8787,-86.38882,333.61,0.42,0.38,2025-01-16,1836,N20,nominal,2.0NRT,289.7,3.12,D
32.88445,-86.3763,330.98,0.42,0.38,2025-01-16,1836,N20,nominal,2.0NRT,289.55,2.36,D
18.38028,-77.94279,339.24,0.41,0.37,2025-01-16,1832,N20,nominal,2.0NRT,300.67,7.46,D
32.88367,-86.38073,342.2,0.42,0.38,2025-01-16,1836,N20,nominal,2.0NRT,290.87,5.46,D
19.14985,-72.55025,337.36,0.55,0.51,2025-01-16,1832,N20,nominal,2.0NRT,298.4,6.12,D
34.08533,-78.1131,326.51,0.39,0.44,2025-01-16,1836,N20,nominal,2.0NRT,286.85,1.34,D
19.15457,-72.55078,340.48,0.55,0.51,2025-01-16,1832,N20,nominal,2.0NRT,299.65,6.12,D
33.82408,-80.49597,341.42,0.45,0.39,2025-01-16,1836,N20,nominal,2.0NRT,290.53,4.2,D
19.20793,-72.7329,346.98,0.54,0.51,2025-01-16,1832,N20,nominal,2.0NRT,298.93,7.5,D
19.28876,-72.22163,339.45,0.58,0.52,2025-01-16,1832,N20,nominal,2.0NRT,297.95,7.62,D
33.60595,-82.38322,325.65,0.4,0.37,2025-01-16,1836,N20,nominal,2.0NRT,286.78,1.07,D
19.34123,-72.53785,338,0.56,0.51,2025-01-16,1832,N20,nominal,2.0NRT,305.05,6.69,D
33.59459,-82.46406,341.93,0.4,0.37,2025-01-16,1836,N20,nominal,2.0NRT,294.37,13.78,D
33.59399,-82.4683,329.82,0.4,0.37,2025-01-16,1836,N20,nominal,2.0NRT,292.73,8.23,D
33.58002,-82.65614,331.8,0.39,0.36,2025-01-16,1836,N20,nominal,2.0NRT,286.88,3.41,D
33.07895,-86.00648,334.27,0.41,0.37,2025-01-16,1836,N20,nominal,2.0NRT,291.21,13.28,D
33.62267,-82.54739,330.08,0.4,0.37,2025-01-16,1836,N20,nominal,2.0NRT,291.83,2.64,D
33.12913,-85.7723,328.28,0.4,0.37,2025-01-16,1836,N20,nominal,2.0NRT,287.35,1.74,D
20.30448,-75.79758,340.48,0.54,0.42,2025-01-16,1832,N20,nominal,2.0NRT,295.27,6.46,D
33.32197,-84.69737,330.75,0.39,0.36,2025-01-16,1836,N20,nominal,2.0NRT,285.95,2.85,D
20.4845,-75.95275,339.08,0.53,0.42,2025-01-16,1832,N20,nominal,2.0NRT,299.08,7.6,D
33.00125,-86.66019,338.54,0.43,0.38,2025-01-16,1836,N20,nominal,2.0NRT,291.03,9.59,D
33.94183,-80.50468,328.33,0.45,0.39,2025-01-16,1836,N20,nominal,2.0NRT,287.01,1.61,D
20.35011,-77.03329,344.07,0.47,0.4,2025-01-16,1832,N20,nominal,2.0NRT,299.32,11.58,D
33.62468,-83.03478,345.3,0.39,0.36,2025-01-16,1836,N20,nominal,2.0NRT,288.75,8.84,D
20.37827,-76.99468,330.17,0.47,0.4,2025-01-16,1832,N20,nominal,2.0NRT,297.3,4.35,D
33.79207,-81.84751,328.96,0.41,0.37,2025-01-16,1836,N20,nominal,2.0NRT,288.18,2.6,D
33.62739,-83.03963,327.72,0.39,0.36,2025-01-16,1836,N20,nominal,2.0NRT,288.39,8.84,D
20.42261,-77.05142,335.89,0.47,0.4,2025-01-16,1832,N20,nominal,2.0NRT,298.42,3.25,D
33.62679,-83.04379,326,0.39,0.36,2025-01-16,1836,N20,nominal,2.0NRT,286.6,2.2,D
17.87711,-92.4871,345.89,0.59,0.7,2025-01-16,1832,N20,nominal,2.0NRT,289.82,7.99,D
33.6307,-83.04031,343.24,0.39,0.36,2025-01-16,1836,N20,nominal,2.0NRT,286.94,4.93,D
20.83517,-77.84462,333.82,0.44,0.38,2025-01-16,1832,N20,nominal,2.0NRT,295.62,6.83,D
33.00921,-87.13101,338.74,0.44,0.39,2025-01-16,1836,N20,nominal,2.0NRT,291.69,14.14,D
20.96878,-77.00593,332.13,0.48,0.4,2025-01-16,1832,N20,nominal,2.0NRT,292.9,2.62,D
33.82755,-82.07465,329.17,0.41,0.37,2025-01-16,1836,N20,nominal,2.0NRT,287.34,1.94,D
20.92416,-78.19418,335.81,0.43,0.38,2025-01-16,1832,N20,nominal,2.0NRT,296.71,5.36,D
33.08929,-86.80346,329.4,0.43,0.38,2025-01-16,1836,N20,nominal,2.0NRT,290.09,3.01,D
21.08094,-78.34639,338.83,0.42,0.38,2025-01-16,1832,N20,nominal,2.0NRT,307.8,30.94,D
34.06288,-80.31,343.58,0.46,0.39,2025-01-16,1836,N20,nominal,2.0NRT,289.61,6.92,D
21.08439,-78.34692,342.97,0.42,0.38,2025-01-16,1832,N20,nominal,2.0NRT,296.46,30.94,D
31.59852,-94.13624,355.45,0.37,0.58,2025-01-16,1836,N20,nominal,2.0NRT,270.39,3.81,D
31.59763,-94.13996,325.39,0.37,0.58,2025-01-16,1836,N20,nominal,2.0NRT,268.98,3.81,D
21.08272,-78.35902,333.41,0.42,0.38,2025-01-16,1832,N20,nominal,2.0NRT,297.6,5.6,D
33.65938,-83.58778,331.52,0.39,0.36,2025-01-16,1836,N20,nominal,2.0NRT,287.77,6.99,D
21.08217,-78.36305,332.45,0.42,0.38,2025-01-16,1832,N20,nominal,2.0NRT,299.72,3.31,D
33.27077,-86.12336,342.33,0.41,0.37,2025-01-16,1836,N20,nominal,2.0NRT,288.96,5.11,D
21.08561,-78.36359,330.78,0.42,0.38,2025-01-16,1832,N20,nominal,2.0NRT,296.59,9.54,D
31.59774,-94.1381,350.53,0.37,0.58,2025-01-16,1836,N20,nominal,2.0NRT,269.89,6.6,D
21.08506,-78.36762,348.47,0.42,0.38,2025-01-16,1832,N20,nominal,2.0NRT,301.21,9.54,D
33.27489,-86.11979,343.99,0.41,0.37,2025-01-16,1836,N20,nominal,2.0NRT,289.5,9.25,D
21.18369,-78.41151,332.23,0.42,0.38,2025-01-16,1832,N20,nominal,2.0NRT,296.77,2.06,D
33.27415,-86.12415,334.58,0.41,0.37,2025-01-16,1836,N20,nominal,2.0NRT,290.66,7.67,D
21.18436,-78.43215,349.89,0.42,0.38,2025-01-16,1832,N20,nominal,2.0NRT,304.92,21.49,D
33.27902,-86.11621,329.61,0.41,0.37,2025-01-16,1836,N20,nominal,2.0NRT,290.34,9.25,D
21.55401,-78.41468,341.16,0.42,0.38,2025-01-16,1832,N20,nominal,2.0NRT,298.95,3.9,D
33.27827,-86.12057,352.2,0.41,0.37,2025-01-16,1836,N20,nominal,2.0NRT,291.32,9.25,D
21.55345,-78.41874,332.45,0.42,0.38,2025-01-16,1832,N20,nominal,2.0NRT,296.95,3.31,D
33.27753,-86.12493,349.53,0.41,0.37,2025-01-16,1836,N20,nominal,2.0NRT,293.46,7.67,D
21.55746,-78.41522,330.7,0.42,0.38,2025-01-16,1832,N20,nominal,2.0NRT,297.06,3.9,D
33.28313,-86.11268,328,0.41,0.37,2025-01-16,1836,N20,nominal,2.0NRT,286.34,3.07,D
21.5569,-78.41928,333.13,0.42,0.38,2025-01-16,1832,N20,nominal,2.0NRT,296.33,3.31,D
33.28239,-86.11703,343.08,0.41,0.37,2025-01-16,1836,N20,nominal,2.0NRT,290.42,9.35,D
33.28165,-86.12137,345.67,0.41,0.37,2025-01-16,1836,N20,nominal,2.0NRT,289.39,9.35,D
21.61845,-79.20345,336.24,0.4,0.37,2025-01-16,1832,N20,nominal,2.0NRT,299.5,4.31,D
33.2809,-86.12572,345.58,0.41,0.37,2025-01-16,1836,N20,nominal,2.0NRT,289.37,9.01,D
21.79261,-78.20304,335.4,0.43,0.38,2025-01-16,1832,N20,nominal,2.0NRT,292.9,4.52,D
33.2865,-86.1135,334.8,0.41,0.37,2025-01-16,1836,N20,nominal,2.0NRT,286.15,3.07,D
21.65212,-79.20892,344.22,0.4,0.37,2025-01-16,1832,N20,nominal,2.0NRT,300.32,7.75,D
33.28577,-86.11784,353.28,0.41,0.37,2025-01-16,1836,N20,nominal,2.0NRT,293.18,9.35,D
21.6676,-79.12441,336.35,0.4,0.37,2025-01-16,1832,N20,nominal,2.0NRT,297.8,4.11,D
33.28502,-86.12218,347.57,0.41,0.37,2025-01-16,1836,N20,nominal,2.0NRT,289.99,9.35,D
21.62642,-79.43606,330.93,0.4,0.37,2025-01-16,1832,N20,low,2.0NRT,302.99,4.07,D
33.28839,-86.12299,335.93,0.41,0.37,2025-01-16,1836,N20,nominal,2.0NRT,287.86,4.25,D
21.64416,-79.38431,347.78,0.4,0.37,2025-01-16,1832,N20,nominal,2.0NRT,301.41,11.9,D
33.28765,-86.12733,355.99,0.41,0.37,2025-01-16,1836,N20,nominal,2.0NRT,291.44,10.37,D
21.67453,-79.19676,335.09,0.4,0.37,2025-01-16,1832,N20,nominal,2.0NRT,302.22,5.22,D
32.91611,-88.22816,327.9,0.49,0.41,2025-01-16,1836,N20,nominal,2.0NRT,287.87,7.82,D
21.64751,-79.38486,347.94,0.4,0.37,2025-01-16,1832,N20,nominal,2.0NRT,301.71,8.11,D
32.94951,-88.27525,338.85,0.5,0.41,2025-01-16,1836,N20,nominal,2.0NRT,293.81,13.77,D
33.90497,-82.44904,343.54,0.4,0.37,2025-01-16,1836,N20,nominal,2.0NRT,290.33,5.18,D
21.86181,-78.17474,338.2,0.43,0.38,2025-01-16,1832,N20,nominal,2.0NRT,294.05,5.9,D
33.39723,-85.76767,327.51,0.4,0.37,2025-01-16,1836,N20,nominal,2.0NRT,288.66,1.46,D
21.80481,-78.69565,331.84,0.42,0.37,2025-01-16,1832,N20,nominal,2.0NRT,298.57,3.38,D
21.7827,-78.85471,340.08,0.41,0.37,2025-01-16,1832,N20,nominal,2.0NRT,296.08,7.1,D
33.25755,-86.58969,348.85,0.42,0.38,2025-01-16,1836,N20,nominal,2.0NRT,295.28,10.75,D
19.39624,-92.04239,351.01,0.51,0.66,2025-01-16,1832,N20,nominal,2.0NRT,287.95,10.38,D
33.90831,-82.44971,340.67,0.4,0.37,2025-01-16,1836,N20,nominal,2.0NRT,288.46,5.18,D
21.87265,-78.43375,354.18,0.42,0.38,2025-01-16,1832,N20,nominal,2.0NRT,300.73,8.31,D
33.40058,-85.76843,328.13,0.4,0.37,2025-01-16,1836,N20,nominal,2.0NRT,286.97,1.46,D
21.86476,-78.49082,331.25,0.42,0.38,2025-01-16,1832,N20,nominal,2.0NRT,296.9,4.02,D
33.26175,-86.58605,339.52,0.42,0.38,2025-01-16,1836,N20,nominal,2.0NRT,290.15,9.81,D
21.80614,-79.15479,347.25,0.4,0.37,2025-01-16,1832,N20,nominal,2.0NRT,300.77,6.36,D
21.80559,-79.15867,335.52,0.4,0.37,2025-01-16,1832,N20,nominal,2.0NRT,300.81,6.36,D
33.26097,-86.59054,344.12,0.42,0.38,2025-01-16,1836,N20,nominal,2.0NRT,292.34,10.75,D
21.80765,-79.15458,340.78,0.4,0.37,2025-01-16,1832,N20,nominal,2.0NRT,298.5,6.08,D
34.49712,-77.5993,331.02,0.42,0.45,2025-01-16,1836,N20,nominal,2.0NRT,284.42,3.05,D
21.80711,-79.15845,346.61,0.4,0.37,2025-01-16,1832,N20,nominal,2.0NRT,300.49,6.08,D
33.95131,-82.21468,334.76,0.4,0.37,2025-01-16,1836,N20,nominal,2.0NRT,286.76,3.18,D
21.81103,-79.15512,338.81,0.4,0.37,2025-01-16,1832,N20,nominal,2.0NRT,297.77,6.08,D
34.44449,-78.23238,329.49,0.39,0.44,2025-01-16,1836,N20,nominal,2.0NRT,286.15,2.24,D
21.86566,-78.88766,336.61,0.41,0.37,2025-01-16,1832,N20,nominal,2.0NRT,297.47,3.23,D
21.93152,-78.43372,351.94,0.42,0.38,2025-01-16,1832,N20,nominal,2.0NRT,295.32,8.69,D
34.18096,-80.60041,328.29,0.45,0.39,2025-01-16,1836,N20,nominal,2.0NRT,286.82,3.81,D
21.86851,-78.89215,344.64,0.41,0.37,2025-01-16,1832,N20,nominal,2.0NRT,298.2,11.71,D
34.18512,-80.59613,334.53,0.45,0.39,2025-01-16,1836,N20,nominal,2.0NRT,286.31,6.19,D
21.75656,-79.94031,331.73,0.39,0.36,2025-01-16,1832,N20,nominal,2.0NRT,298.86,6.04,D
34.18453,-80.60104,325.77,0.45,0.39,2025-01-16,1836,N20,nominal,2.0NRT,287.09,6.19,D
22.00078,-78.23775,347.17,0.43,0.38,2025-01-16,1832,N20,nominal,2.0NRT,294.14,8.26,D
34.20771,-80.62018,332.4,0.45,0.39,2025-01-16,1836,N20,nominal,2.0NRT,284.67,4.98,D
21.9654,-78.5722,333.32,0.42,0.38,2025-01-16,1832,N20,nominal,2.0NRT,292.42,3.48,D
33.62317,-84.90466,326.81,0.39,0.36,2025-01-16,1836,N20,nominal,2.0NRT,286.29,2.05,D
19.52252,-92.19095,332.98,0.52,0.67,2025-01-16,1832,N20,nominal,2.0NRT,286.37,5.69,D
33.3885,-86.34229,328.76,0.42,0.37,2025-01-16,1836,N20,nominal,2.0NRT,289.47,3.38,D
22.01201,-78.31165,331.64,0.43,0.38,2025-01-16,1832,N20,nominal,2.0NRT,295.59,2.95,D
21.86278,-79.90918,331.86,0.39,0.36,2025-01-16,1832,N20,nominal,2.0NRT,298.76,2.67,D
33.31725,-86.75279,328.16,0.43,0.38,2025-01-16,1836,N20,nominal,2.0NRT,287.39,2.6,D
19.60218,-92.29279,354.82,0.52,0.67,2025-01-16,1832,N20,nominal,2.0NRT,288.01,10.01,D
31.82639,-94.06232,339.15,0.36,0.57,2025-01-16,1836,N20,nominal,2.0NRT,275.66,6.08,D
21.86845,-80.10168,339.33,0.39,0.36,2025-01-16,1832,N20,nominal,2.0NRT,299.17,2.85,D
31.82552,-94.06599,356.58,0.36,0.57,2025-01-16,1836,N20,low,2.0NRT,283.27,6.08,D
22.08464,-78.66982,332.65,0.42,0.38,2025-01-16,1832,N20,nominal,2.0NRT,291.76,2.91,D
31.83221,-94.08395,342.33,0.36,0.57,2025-01-16,1836,N20,nominal,2.0NRT,284.41,5.82,D
22.08407,-78.67386,341.76,0.42,0.38,2025-01-16,1832,N20,nominal,2.0NRT,294.54,4.87,D
31.83135,-94.08759,337.84,0.36,0.57,2025-01-16,1836,N20,nominal,2.0NRT,286.24,5.71,D
22.08864,-78.66631,336.8,0.42,0.38,2025-01-16,1832,N20,nominal,2.0NRT,296.25,3.37,D
33.2288,-87.50957,328.92,0.46,0.39,2025-01-16,1836,N20,nominal,2.0NRT,289.48,9.52,D
22.08807,-78.67036,332.85,0.42,0.38,2025-01-16,1832,N20,nominal,2.0NRT,297.75,3.37,D
22.08751,-78.67439,351.22,0.42,0.38,2025-01-16,1832,N20,nominal,2.0NRT,301.71,19.82,D
31.82702,-94.06282,331.91,0.36,0.57,2025-01-16,1836,N20,nominal,2.0NRT,280.45,7.06,D
22.09151,-78.6709,333.38,0.42,0.38,2025-01-16,1832,N20,nominal,2.0NRT,296.15,3.37,D
31.82612,-94.06649,354.06,0.36,0.57,2025-01-16,1836,N20,nominal,2.0NRT,286.32,7.06,D
22.09065,-78.67411,342.33,0.42,0.38,2025-01-16,1832,N20,nominal,2.0NRT,294.37,5.29,D
31.83274,-94.08436,334.48,0.36,0.57,2025-01-16,1836,N20,nominal,2.0NRT,283.43,5.21,D
21.94204,-80.29304,337.86,0.39,0.36,2025-01-16,1832,N20,nominal,2.0NRT,298.78,3.87,D
22.24534,-78.71889,338.65,0.42,0.38,2025-01-16,1832,N20,nominal,2.0NRT,292.72,4.2,D
31.83184,-94.08799,339.03,0.36,0.57,2025-01-16,1836,N20,nominal,2.0NRT,285.21,5.8,D
22.24933,-78.71539,335.67,0.42,0.38,2025-01-16,1832,N20,nominal,2.0NRT,293.15,5,D
33.04439,-88.60492,337.14,0.51,0.41,2025-01-16,1836,N20,nominal,2.0NRT,288.42,5.48,D
22.05277,-80.41486,329.3,0.39,0.36,2025-01-16,1832,N20,nominal,2.0NRT,300.38,2.02,D
31.7281,-94.64429,340.71,0.39,0.59,2025-01-16,1836,N20,nominal,2.0NRT,278.84,5.66,D
22.06969,-80.50882,338.19,0.39,0.36,2025-01-16,1832,N20,nominal,2.0NRT,300.9,5.23,D
34.60828,-78.31644,338.19,0.39,0.44,2025-01-16,1836,N20,nominal,2.0NRT,285.29,2.72,D
22.27684,-80.2549,330.12,0.39,0.36,2025-01-16,1832,N20,nominal,2.0NRT,294.53,0.98,D
34.35627,-80.64474,333.23,0.45,0.39,2025-01-16,1836,N20,nominal,2.0NRT,287.34,3.26,D
22.28015,-80.25546,331.75,0.39,0.36,2025-01-16,1832,N20,nominal,2.0NRT,296.19,3.86,D
22.18165,-80.97984,346.09,0.38,0.36,2025-01-16,1832,N20,nominal,2.0NRT,296.55,3.7,D
34.36045,-80.64047,341.07,0.45,0.39,2025-01-16,1836,N20,nominal,2.0NRT,289.26,7.11,D
22.18494,-80.98042,331.29,0.38,0.36,2025-01-16,1832,N20,nominal,2.0NRT,295.39,2.53,D
34.35984,-80.64539,356.09,0.45,0.39,2025-01-16,1836,N20,nominal,2.0NRT,295.47,18.54,D
22.30403,-80.32503,334.42,0.39,0.36,2025-01-16,1832,N20,nominal,2.0NRT,298.35,2.21,D
33.68708,-85.47604,348.18,0.4,0.37,2025-01-16,1836,N20,nominal,2.0NRT,288.71,7.37,D
22.30513,-80.34049,328.85,0.39,0.36,2025-01-16,1832,N20,nominal,2.0NRT,293.5,1.61,D
33.6904,-85.47683,346.94,0.4,0.37,2025-01-16,1836,N20,nominal,2.0NRT,291.18,4.5,D
22.30844,-80.34106,332.21,0.39,0.36,2025-01-16,1832,N20,nominal,2.0NRT,295.63,2.26,D
33.6897,-85.48105,339.52,0.4,0.37,2025-01-16,1836,N20,nominal,2.0NRT,290.18,8.9,D
22.369,-80.36666,328.76,0.39,0.36,2025-01-16,1832,N20,nominal,2.0NRT,298.04,2.07,D
33.69371,-85.47762,331.29,0.4,0.37,2025-01-16,1836,N20,nominal,2.0NRT,286.29,4.5,D
22.40045,-80.17674,328.92,0.39,0.36,2025-01-16,1832,N20,nominal,2.0NRT,294.55,0.93,D
33.69302,-85.48184,353.36,0.4,0.37,2025-01-16,1836,N20,nominal,2.0NRT,293.95,8.9,D
22.37332,-80.47422,331.95,0.39,0.36,2025-01-16,1832,N20,nominal,2.0NRT,295.04,1.74,D
31.85301,-94.47464,334.8,0.38,0.59,2025-01-16,1836,N20,nominal,2.0NRT,284.75,5.92,D
22.3858,-80.9785,333.94,0.38,0.36,2025-01-16,1832,N20,nominal,2.0NRT,297.2,4.92,D
33.38973,-87.49281,330.06,0.45,0.39,2025-01-16,1836,N20,nominal,2.0NRT,288.85,4.99,D
22.49238,-81.12637,333.37,0.38,0.36,2025-01-16,1832,N20,nominal,2.0NRT,288.56,4.52,D
22.55873,-80.75798,334.28,0.38,0.36,2025-01-16,1832,N20,nominal,2.0NRT,296.79,2.18,D
32.40476,-92.36828,331.64,0.55,0.51,2025-01-16,1836,N20,nominal,2.0NRT,290.95,4.94,D
22.61858,-80.76458,331.79,0.38,0.36,2025-01-16,1832,N20,nominal,2.0NRT,294.57,3.71,D
33.53215,-86.75599,340.44,0.43,0.38,2025-01-16,1836,N20,nominal,2.0NRT,290.46,4.61,D
22.58404,-81.10475,335.16,0.38,0.36,2025-01-16,1832,N20,nominal,2.0NRT,285.01,4.31,D
34.31468,-81.88371,345.65,0.41,0.37,2025-01-16,1836,N20,nominal,2.0NRT,293.26,10.87,D
22.59119,-81.10221,331.19,0.38,0.36,2025-01-16,1832,N20,nominal,2.0NRT,284.61,2.02,D
34.31749,-81.88884,340.87,0.41,0.37,2025-01-16,1836,N20,nominal,2.0NRT,288.21,5.22,D
22.65203,-80.816,335.35,0.38,0.36,2025-01-16,1832,N20,nominal,2.0NRT,286.5,2.85,D
34.9428,-76.87234,327.41,0.47,0.48,2025-01-16,1836,N20,nominal,2.0NRT,282.5,3.5,D
22.65633,-80.85484,342.08,0.38,0.36,2025-01-16,1832,N20,nominal,2.0NRT,287.61,3.82,D
33.32622,-88.42355,329.11,0.5,0.41,2025-01-16,1836,N20,nominal,2.0NRT,288.74,3.68,D
22.65577,-80.85854,341.13,0.38,0.36,2025-01-16,1832,N20,nominal,2.0NRT,288.69,5.22,D
33.53279,-87.6474,328.04,0.46,0.39,2025-01-16,1836,N20,nominal,2.0NRT,288.14,4.81,D
22.65907,-80.85912,338.4,0.38,0.36,2025-01-16,1832,N20,nominal,2.0NRT,288.81,6.08,D
33.53189,-87.65224,342.36,0.46,0.39,2025-01-16,1836,N20,nominal,2.0NRT,294.22,11.51,D
22.5446,-83.36569,345.41,0.42,0.38,2025-01-16,1832,N20,nominal,2.0NRT,295.11,6.01,D
32.1477,-94.26977,335.52,0.36,0.57,2025-01-16,1836,N20,nominal,2.0NRT,285,3.23,D
22.54392,-83.36974,341.3,0.42,0.38,2025-01-16,1832,N20,nominal,2.0NRT,294.15,4.51,D
32.1468,-94.27344,331.1,0.36,0.57,2025-01-16,1836,N20,nominal,2.0NRT,285.42,2.86,D
22.61632,-83.25013,341.15,0.42,0.37,2025-01-16,1832,N20,nominal,2.0NRT,298.5,21.35,D
24.67298,-78.02427,337.77,0.47,0.4,2025-01-16,1834,N20,nominal,2.0NRT,292.21,6.71,D
33.86683,-86.14448,327.94,0.41,0.37,2025-01-16,1836,N20,nominal,2.0NRT,287.27,2.43,D
24.6766,-78.02483,331.34,0.47,0.4,2025-01-16,1834,N20,nominal,2.0NRT,291.89,4.04,D
33.4397,-88.56786,329.38,0.5,0.41,2025-01-16,1836,N20,nominal,2.0NRT,289.85,3.79,D
25.44412,-80.56594,346.35,0.39,0.36,2025-01-16,1834,N20,nominal,2.0NRT,277.99,8.31,D
34.5912,-81.34848,329.82,0.43,0.38,2025-01-16,1836,N20,nominal,2.0NRT,285.35,3.22,D
25.44356,-80.56982,344.89,0.39,0.36,2025-01-16,1834,N20,nominal,2.0NRT,276.89,12.28,D
25.45022,-80.57099,335.91,0.39,0.36,2025-01-16,1834,N20,nominal,2.0NRT,281.4,4.05,D
34.16089,-84.67224,332.79,0.39,0.36,2025-01-16,1836,N20,nominal,2.0NRT,285.91,4.72,D
25.45355,-80.57157,332.75,0.39,0.36,2025-01-16,1834,N20,nominal,2.0NRT,279.4,4.05,D
34.16352,-84.67712,330.13,0.39,0.36,2025-01-16,1836,N20,nominal,2.0NRT,284.96,4.72,D
26.26148,-80.87187,329.12,0.39,0.36,2025-01-16,1834,N20,nominal,2.0NRT,271.42,2.37,D
34.16417,-84.67298,356.11,0.39,0.36,2025-01-16,1836,N20,low,2.0NRT,289.43,4.72,D
26.88565,-80.48962,342.98,0.4,0.37,2025-01-16,1834,N20,nominal,2.0NRT,278.54,8.15,D
33.23339,-89.90841,337.53,0.39,0.44,2025-01-16,1836,N20,nominal,2.0NRT,287.51,22.37,D
27.43942,-81.84412,340.8,0.39,0.36,2025-01-16,1834,N20,nominal,2.0NRT,283.04,6.92,D
33.23255,-89.91252,345.87,0.39,0.44,2025-01-16,1836,N20,nominal,2.0NRT,307.47,22.37,D
28.08245,-82.20001,330.7,0.38,0.36,2025-01-16,1834,N20,nominal,2.0NRT,292.39,2.16,D
33.23649,-89.91367,367,0.39,0.44,2025-01-16,1836,N20,high,2.0NRT,291.57,8.93,D
28.30873,-81.58761,330.5,0.39,0.36,2025-01-16,1834,N20,nominal,2.0NRT,290.13,3.14,D
28.36032,-81.65381,333.7,0.39,0.36,2025-01-16,1834,N20,nominal,2.0NRT,291.3,2.11,D
33.23733,-89.90955,337.62,0.39,0.44,2025-01-16,1836,N20,nominal,2.0NRT,287.26,8.93,D
28.44236,-81.69675,330.47,0.39,0.36,2025-01-16,1834,N20,nominal,2.0NRT,285.18,2.52,D
28.67569,-82.0269,326.67,0.39,0.36,2025-01-16,1834,N20,nominal,2.0NRT,284.68,3.98,D
33.23564,-89.91782,336.85,0.39,0.44,2025-01-16,1836,N20,nominal,2.0NRT,290.19,4.61,D
26.2243,-94.67219,330.46,0.53,0.67,2025-01-16,1834,N20,nominal,2.0NRT,288.81,5.62,D
34.30292,-84.41656,331.62,0.38,0.36,2025-01-16,1836,N20,nominal,2.0NRT,289.35,5.71,D
28.95512,-80.97411,328.75,0.4,0.37,2025-01-16,1834,N20,nominal,2.0NRT,288.65,2.64,D
34.65503,-82.51618,326.05,0.4,0.37,2025-01-16,1836,N20,nominal,2.0NRT,286.6,1.86,D
29.04079,-81.59486,326.4,0.39,0.36,2025-01-16,1834,N20,nominal,2.0NRT,286.88,3.65,D
32.33941,-94.79408,367,0.38,0.59,2025-01-16,1836,N20,high,2.0NRT,291.23,10.9,D
