latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
41.43517,-75.59569,323.6,0.39,0.44,2025-01-13,0629,N20,nominal,2.0NRT,267.78,2.14,N
23.08642,-81.27223,307.76,0.48,0.48,2025-01-13,0635,N20,nominal,2.0NRT,291.15,1.2,N
41.43834,-75.59781,317.54,0.39,0.44,2025-01-13,0629,N20,nominal,2.0NRT,266.5,2.12,N
22.88769,-82.74165,307.52,0.59,0.53,2025-01-13,0635,N20,nominal,2.0NRT,290.14,1.86,N
22.6545,-81.23954,303.15,0.47,0.48,2025-01-13,0635,N20,nominal,2.0NRT,289.4,0.79,N
41.39508,-75.73869,295.48,0.39,0.44,2025-01-13,0629,N20,nominal,2.0NRT,267.8,1.1,N
22.68768,-81.9677,308.76,0.53,0.5,2025-01-13,0635,N20,nominal,2.0NRT,290.3,1.85,N
41.68292,-87.42318,298.38,0.79,0.78,2025-01-13,0629,N20,nominal,2.0NRT,269.24,1.67,N
22.68711,-81.96257,319.87,0.53,0.5,2025-01-13,0635,N20,nominal,2.0NRT,290.35,1.85,N
41.64139,-87.1457,323.76,0.76,0.77,2025-01-13,0629,N20,nominal,2.0NRT,268.19,5.52,N
22.18586,-78.74562,317.53,0.5,0.41,2025-01-13,0635,N20,nominal,2.0NRT,289.98,2.39,N
41.68209,-87.42805,306.48,0.79,0.78,2025-01-13,0629,N20,nominal,2.0NRT,267.61,3.4,N
22.26284,-80.87653,306.18,0.44,0.46,2025-01-13,0635,N20,nominal,2.0NRT,290.98,0.84,N
41.63927,-87.14095,320.76,0.76,0.77,2025-01-13,0629,N20,nominal,2.0NRT,267.26,6.56,N
22.18718,-80.53233,307.21,0.42,0.45,2025-01-13,0635,N20,nominal,2.0NRT,290.88,0.91,N
41.63926,-87.15051,296.73,0.76,0.77,2025-01-13,0629,N20,nominal,2.0NRT,266.44,4.72,N
21.80975,-79.95023,311.22,0.39,0.44,2025-01-13,0635,N20,nominal,2.0NRT,291.62,0.65,N
37.54448,-79.27339,300.24,0.54,0.51,2025-01-13,0631,N20,nominal,2.0NRT,265.23,1.78,N
21.5163,-78.13809,328.08,0.46,0.39,2025-01-13,0635,N20,nominal,2.0NRT,291.58,2.44,N
34.9848,-78.46679,298.99,0.46,0.47,2025-01-13,0631,N20,nominal,2.0NRT,269.4,0.49,N
21.5157,-78.13363,323.35,0.46,0.39,2025-01-13,0635,N20,nominal,2.0NRT,291.43,2.44,N
28.47129,-80.54049,319.27,0.5,0.49,2025-01-13,0633,N20,nominal,2.0NRT,283.66,2.46,N
21.51329,-78.14313,321.8,0.46,0.39,2025-01-13,0635,N20,nominal,2.0NRT,291.14,2.77,N
27.45155,-81.02376,296.32,0.52,0.5,2025-01-13,0633,N20,nominal,2.0NRT,280.17,0.81,N
21.51269,-78.13866,317.37,0.46,0.39,2025-01-13,0635,N20,nominal,2.0NRT,291.24,2.44,N
27.44694,-81.02437,298.43,0.52,0.5,2025-01-13,0633,N20,nominal,2.0NRT,281.09,1.09,N
20.98598,-77.00831,313.4,0.41,0.37,2025-01-13,0635,N20,nominal,2.0NRT,289.89,1.31,N
26.45392,-77.07829,297.48,0.47,0.39,2025-01-13,0633,N20,nominal,2.0NRT,286.76,0.51,N
20.28995,-74.94673,300.3,0.38,0.36,2025-01-13,0635,N20,nominal,2.0NRT,289.61,0.41,N
26.28006,-80.15479,313.75,0.45,0.47,2025-01-13,0633,N20,nominal,2.0NRT,285.34,1.17,N
20.21719,-74.98169,320.3,0.38,0.36,2025-01-13,0635,N20,nominal,2.0NRT,290.83,1.14,N
18.92376,-71.64796,301.72,0.49,0.4,2025-01-13,0635,N20,nominal,2.0NRT,290.31,0.68,N
25.85912,-80.34639,301.95,0.46,0.47,2025-01-13,0633,N20,nominal,2.0NRT,286.14,0.74,N
20.34726,-89.42493,314.46,0.75,0.77,2025-01-13,0635,N20,nominal,2.0NRT,291.24,2.01,N
20.35037,-89.4255,317.21,0.75,0.77,2025-01-13,0637,N20,nominal,2.0NRT,291.09,2.54,N
25.86155,-80.34418,300.84,0.46,0.47,2025-01-13,0633,N20,nominal,2.0NRT,285.44,0.83,N
17.966,-76.72949,305.09,0.39,0.36,2025-01-13,0637,N20,nominal,2.0NRT,295.03,0.66,N
24.67631,-78.0388,303.59,0.49,0.41,2025-01-13,0635,N20,nominal,2.0NRT,288.36,0.82,N
24.67322,-78.04426,300.11,0.49,0.41,2025-01-13,0635,N20,nominal,2.0NRT,287.99,0.64,N
24.66698,-78.02536,318.76,0.49,0.41,2025-01-13,0635,N20,nominal,2.0NRT,289.54,2.64,N
24.66326,-78.02594,302.39,0.49,0.41,2025-01-13,0635,N20,nominal,2.0NRT,288.68,1.12,N
24.6608,-78.03627,300.48,0.49,0.41,2025-01-13,0635,N20,nominal,2.0NRT,287.91,0.72,N
24.66017,-78.03139,303.47,0.49,0.41,2025-01-13,0635,N20,nominal,2.0NRT,289.3,1.12,N
20.38455,-99.69193,295.78,0.39,0.36,2025-01-13,0817,N20,nominal,2.0NRT,273.76,0.77,N
20.58259,-101.17161,298.97,0.39,0.36,2025-01-13,0817,N20,nominal,2.0NRT,280.18,0.74,N
20.57928,-101.17218,321.17,0.39,0.36,2025-01-13,0817,N20,nominal,2.0NRT,281.3,1.58,N
20.57815,-101.16479,300.66,0.39,0.36,2025-01-13,0817,N20,nominal,2.0NRT,278.38,0.85,N
20.57597,-101.17275,303.09,0.39,0.36,2025-01-13,0817,N20,nominal,2.0NRT,276.93,1.58,N
20.52763,-100.92424,314.12,0.39,0.36,2025-01-13,0817,N20,nominal,2.0NRT,283.3,2.18,N
20.52434,-100.92481,328.23,0.39,0.36,2025-01-13,0817,N20,nominal,2.0NRT,285.93,2.18,N
18.86818,-92.62496,325.94,0.59,0.53,2025-01-13,0817,N20,nominal,2.0NRT,292.58,3.67,N
18.86895,-92.62563,331.47,0.59,0.53,2025-01-13,0817,N20,nominal,2.0NRT,292.37,2.89,N
20.05178,-99.27934,295.48,0.39,0.37,2025-01-13,0817,N20,nominal,2.0NRT,280.98,1.09,N
20.05029,-99.29111,313.55,0.39,0.37,2025-01-13,0817,N20,nominal,2.0NRT,276.89,1.1,N
20.04846,-99.27995,295.49,0.39,0.37,2025-01-13,0817,N20,nominal,2.0NRT,283.56,0.79,N
39.97748,-86.83806,341.49,0.46,0.47,2025-01-13,0811,N20,nominal,2.0NRT,267.99,6.87,N
20.04785,-99.27624,296.68,0.39,0.37,2025-01-13,0817,N20,nominal,2.0NRT,283.99,0.79,N
20.03003,-99.2719,317.21,0.39,0.37,2025-01-13,0817,N20,nominal,2.0NRT,279.66,2,N
18.6488,-92.17024,307.75,0.32,0.55,2025-01-13,0817,N20,nominal,2.0NRT,292.02,1.97,N
39.97596,-86.84029,330.84,0.46,0.47,2025-01-13,0811,N20,nominal,2.0NRT,263.88,3.41,N
18.64819,-92.16725,310.02,0.32,0.55,2025-01-13,0817,N20,nominal,2.0NRT,291.95,2.9,N
38.00759,-90.08407,297.22,0.53,0.42,2025-01-13,0811,N20,nominal,2.0NRT,268.39,0.64,N
18.64385,-92.17136,333.95,0.32,0.55,2025-01-13,0817,N20,nominal,2.0NRT,291.64,1.97,N
37.96821,-90.07918,307.8,0.53,0.42,2025-01-13,0811,N20,nominal,2.0NRT,271.14,1.91,N
18.64325,-92.16837,351.86,0.32,0.55,2025-01-13,0817,N20,nominal,2.0NRT,291.59,2.9,N
18.64446,-92.17434,308.76,0.32,0.55,2025-01-13,0817,N20,nominal,2.0NRT,290.98,1.97,N
37.03727,-91.75304,298.41,0.47,0.4,2025-01-13,0813,N20,nominal,2.0NRT,268.47,1.55,N
18.64087,-92.50822,335.02,0.61,0.53,2025-01-13,0817,N20,nominal,2.0NRT,292.4,4.89,N
37.03626,-91.74785,316.16,0.47,0.4,2025-01-13,0813,N20,nominal,2.0NRT,270.13,1.87,N
18.63604,-92.5093,325.11,0.61,0.53,2025-01-13,0817,N20,nominal,2.0NRT,292.28,4,N
36.59568,-90.91992,304.68,0.52,0.41,2025-01-13,0813,N20,nominal,2.0NRT,270.15,1.32,N
18.62636,-92.51146,316.52,0.61,0.53,2025-01-13,0817,N20,nominal,2.0NRT,292.56,1.72,N
36.59454,-90.91424,302.02,0.52,0.41,2025-01-13,0813,N20,nominal,2.0NRT,270.98,1.32,N
18.62271,-92.5084,315.83,0.61,0.54,2025-01-13,0817,N20,nominal,2.0NRT,292.13,2.03,N
19.34507,-96.70609,304.49,0.5,0.41,2025-01-13,0817,N20,nominal,2.0NRT,289.09,1.04,N
36.86286,-92.78991,325.31,0.43,0.38,2025-01-13,0813,N20,nominal,2.0NRT,268.73,2.97,N
18.65777,-93.33823,320.73,0.54,0.51,2025-01-13,0817,N20,nominal,2.0NRT,291.92,1.97,N
18.48787,-93.34654,314.02,0.54,0.51,2025-01-13,0817,N20,nominal,2.0NRT,292.19,1.64,N
35.94671,-89.71236,302.02,0.4,0.44,2025-01-13,0813,N20,nominal,2.0NRT,272.95,0.7,N
18.48629,-93.36264,313.81,0.54,0.51,2025-01-13,0817,N20,nominal,2.0NRT,291.88,1.65,N
35.93874,-89.71493,306.87,0.4,0.44,2025-01-13,0813,N20,nominal,2.0NRT,274.37,1.6,N
18.4417,-93.16457,345.75,0.56,0.51,2025-01-13,0817,N20,nominal,2.0NRT,292.86,7.03,N
18.42159,-93.18525,320.62,0.56,0.51,2025-01-13,0817,N20,nominal,2.0NRT,291.76,1.17,N
35.93845,-89.71303,312.58,0.4,0.44,2025-01-13,0813,N20,nominal,2.0NRT,274.79,1.67,N
18.41958,-93.18619,317.85,0.56,0.51,2025-01-13,0817,N20,nominal,2.0NRT,291.54,2.65,N
35.93447,-89.7143,319.58,0.4,0.44,2025-01-13,0813,N20,nominal,2.0NRT,271.75,1.92,N
18.13981,-92.82598,301.34,0.59,0.53,2025-01-13,0817,N20,nominal,2.0NRT,290.37,0.37,N
18.18292,-93.21519,314.77,0.56,0.52,2025-01-13,0817,N20,nominal,2.0NRT,290.53,1.8,N
35.64885,-89.93386,348.02,0.4,0.44,2025-01-13,0813,N20,nominal,2.0NRT,274.73,5.86,N
18.22029,-93.895,307.48,0.51,0.49,2025-01-13,0817,N20,nominal,2.0NRT,290.2,0.98,N
36.15754,-93.09852,298.04,0.43,0.38,2025-01-13,0813,N20,nominal,2.0NRT,267.59,0.47,N
18.06872,-93.3128,318.5,0.55,0.51,2025-01-13,0817,N20,nominal,2.0NRT,290.66,2.3,N
35.79401,-91.74895,296.47,0.49,0.4,2025-01-13,0813,N20,nominal,2.0NRT,268,1.24,N
18.06407,-93.3138,331.21,0.55,0.51,2025-01-13,0817,N20,nominal,2.0NRT,291.88,4.79,N
36.5183,-97.83993,319.23,0.4,0.37,2025-01-13,0813,N20,nominal,2.0NRT,268.8,1.9,N
17.89896,-92.49094,322.76,0.63,0.54,2025-01-13,0817,N20,nominal,2.0NRT,291.51,4.07,N
17.89405,-92.49205,306.55,0.63,0.54,2025-01-13,0817,N20,nominal,2.0NRT,291.38,4.07,N
35.09201,-92.55638,321.81,0.46,0.39,2025-01-13,0813,N20,nominal,2.0NRT,268.41,2.1,N
35.51057,-97.00726,301.97,0.39,0.36,2025-01-13,0813,N20,nominal,2.0NRT,266.5,0.88,N
18.00401,-93.08624,305.41,0.58,0.52,2025-01-13,0817,N20,nominal,2.0NRT,290.46,0.44,N
17.87813,-92.48952,330.93,0.63,0.54,2025-01-13,0817,N20,nominal,2.0NRT,291.76,4.78,N
34.67669,-96.80851,305.48,0.38,0.36,2025-01-13,0813,N20,nominal,2.0NRT,267.93,0.94,N
18.00624,-93.45071,312.42,0.55,0.51,2025-01-13,0817,N20,nominal,2.0NRT,291.09,1.16,N
32.48353,-92.15264,298.72,0.53,0.42,2025-01-13,0813,N20,nominal,2.0NRT,281.08,1.09,N
18.13398,-94.20365,301.41,0.49,0.48,2025-01-13,0817,N20,nominal,2.0NRT,289.44,0.34,N
33.07635,-96.24217,300.89,0.39,0.36,2025-01-13,0813,N20,nominal,2.0NRT,273.52,0.61,N
32.45754,-97.03523,301.01,0.38,0.36,2025-01-13,0813,N20,nominal,2.0NRT,278.31,0.81,N
18.09418,-94.04572,337.51,0.5,0.49,2025-01-13,0817,N20,nominal,2.0NRT,291.66,4.77,N
17.94404,-93.2825,332.88,0.56,0.52,2025-01-13,0817,N20,nominal,2.0NRT,291.15,5.17,N
32.45554,-97.04406,295.7,0.38,0.36,2025-01-13,0813,N20,nominal,2.0NRT,274.9,0.94,N
32.74412,-100.95865,313.93,0.47,0.39,2025-01-13,0813,N20,nominal,2.0NRT,274.39,1.49,N
18.09508,-94.05032,311.3,0.5,0.49,2025-01-13,0817,N20,nominal,2.0NRT,289.64,3.48,N
32.84882,-104.39687,298.38,0.46,0.47,2025-01-13,0813,N20,nominal,2.0NRT,272.77,1.78,N
17.90437,-93.1818,332.6,0.57,0.52,2025-01-13,0817,N20,nominal,2.0NRT,291.88,4.9,N
31.39512,-94.82484,317.52,0.43,0.38,2025-01-13,0813,N20,nominal,2.0NRT,277.74,2.47,N
17.90544,-93.18709,301.18,0.57,0.52,2025-01-13,0817,N20,nominal,2.0NRT,290.81,0.96,N
32.27939,-101.40887,296.15,0.48,0.4,2025-01-13,0813,N20,nominal,2.0NRT,273.56,1.04,N
17.90074,-93.18813,338.5,0.57,0.52,2025-01-13,0817,N20,nominal,2.0NRT,291.61,15.67,N
17.89968,-93.18283,314.45,0.57,0.52,2025-01-13,0817,N20,nominal,2.0NRT,294.8,18.68,N
32.32228,-101.82177,305.9,0.5,0.41,2025-01-13,0813,N20,nominal,2.0NRT,270.82,1.39,N
17.89605,-93.18916,338.11,0.57,0.52,2025-01-13,0817,N20,nominal,2.0NRT,292.41,15.67,N
17.89498,-93.18385,337.78,0.57,0.52,2025-01-13,0817,N20,nominal,2.0NRT,291.68,18.68,N
32.21381,-101.84657,326.62,0.5,0.41,2025-01-13,0813,N20,nominal,2.0NRT,279.78,11.62,N
32.19514,-101.88239,323.31,0.5,0.41,2025-01-13,0813,N20,nominal,2.0NRT,273.24,1.34,N
17.89243,-93.19552,324.22,0.57,0.52,2025-01-13,0817,N20,nominal,2.0NRT,291.86,2.75,N
32.19139,-101.88303,299.21,0.5,0.41,2025-01-13,0813,N20,nominal,2.0NRT,271.1,1.34,N
17.89135,-93.19019,304.11,0.57,0.52,2025-01-13,0817,N20,nominal,2.0NRT,291.45,2.75,N
32.18574,-101.86768,306.45,0.5,0.41,2025-01-13,0813,N20,nominal,2.0NRT,272.8,1.65,N
17.91507,-93.38021,326.43,0.55,0.51,2025-01-13,0817,N20,nominal,2.0NRT,291.2,2.33,N
31.35396,-96.16978,327.64,0.4,0.37,2025-01-13,0813,N20,nominal,2.0NRT,276.33,2.98,N
18.10332,-94.34939,341.15,0.48,0.48,2025-01-13,0817,N20,nominal,2.0NRT,292,8.53,N
32.1695,-101.89223,316.27,0.5,0.41,2025-01-13,0813,N20,nominal,2.0NRT,273.87,1.93,N
32.16906,-101.8933,310.75,0.5,0.41,2025-01-13,0813,N20,nominal,2.0NRT,273.59,1.71,N
17.96487,-93.6517,344.08,0.53,0.5,2025-01-13,0817,N20,nominal,2.0NRT,292.13,7.33,N
31.98195,-100.57428,298.87,0.44,0.39,2025-01-13,0813,N20,nominal,2.0NRT,271.42,0.75,N
18.11278,-94.39755,307.9,0.47,0.48,2025-01-13,0817,N20,nominal,2.0NRT,290.05,0.95,N
18.10246,-94.34501,301.6,0.48,0.48,2025-01-13,0817,N20,nominal,2.0NRT,289.96,2.56,N
31.80563,-102.03516,309.65,0.51,0.41,2025-01-13,0813,N20,nominal,2.0NRT,269.26,1.43,N
17.96977,-93.67618,301.3,0.53,0.5,2025-01-13,0817,N20,nominal,2.0NRT,290.46,0.6,N
31.81847,-104.32681,334.98,0.45,0.47,2025-01-13,0813,N20,nominal,2.0NRT,268.22,3.4,N
31.48566,-102.15792,299.38,0.51,0.41,2025-01-13,0813,N20,nominal,2.0NRT,269.44,0.76,N
17.89124,-93.19672,317.69,0.57,0.52,2025-01-13,0817,N20,nominal,2.0NRT,291.4,2.07,N
31.39411,-101.97441,296.35,0.5,0.41,2025-01-13,0813,N20,nominal,2.0NRT,262.94,0.3,N
17.8902,-93.19136,302.84,0.57,0.52,2025-01-13,0817,N20,nominal,2.0NRT,290.95,2.46,N
31.3913,-103.31672,301.02,0.39,0.44,2025-01-13,0813,N20,nominal,2.0NRT,270.48,0.47,N
18.1021,-94.34706,338.72,0.48,0.48,2025-01-13,0817,N20,nominal,2.0NRT,292.38,5.61,N
31.38728,-103.31734,299.64,0.39,0.44,2025-01-13,0813,N20,nominal,2.0NRT,269.66,0.47,N
18.11121,-94.39536,311.36,0.47,0.48,2025-01-13,0817,N20,nominal,2.0NRT,290.31,0.97,N
31.27877,-103.5702,326.26,0.4,0.44,2025-01-13,0815,N20,nominal,2.0NRT,270.48,1.87,N
18.10293,-94.35146,304.04,0.48,0.48,2025-01-13,0817,N20,nominal,2.0NRT,290.21,5.61,N
31.28646,-103.67628,305.02,0.4,0.45,2025-01-13,0815,N20,nominal,2.0NRT,271.18,1.32,N
17.91723,-93.3809,315.23,0.55,0.51,2025-01-13,0817,N20,nominal,2.0NRT,290.95,1.99,N
29.75831,-95.01986,299.39,0.44,0.38,2025-01-13,0815,N20,nominal,2.0NRT,280.68,0.78,N
17.91624,-93.37577,309.92,0.55,0.51,2025-01-13,0817,N20,nominal,2.0NRT,291.15,1.99,N
29.74628,-95.01342,298.66,0.44,0.38,2025-01-13,0815,N20,nominal,2.0NRT,284.95,1.54,N
17.96505,-93.65308,337.5,0.53,0.5,2025-01-13,0817,N20,nominal,2.0NRT,291.3,4.88,N
29.74385,-95.00005,296.19,0.44,0.38,2025-01-13,0815,N20,nominal,2.0NRT,281.27,0.59,N
17.96978,-93.67761,304.29,0.53,0.5,2025-01-13,0817,N20,nominal,2.0NRT,290.65,0.45,N
29.75195,-95.10461,308.13,0.43,0.38,2025-01-13,0815,N20,nominal,2.0NRT,281.17,0.77,N
17.9641,-93.64814,311.91,0.53,0.5,2025-01-13,0817,N20,nominal,2.0NRT,290.74,4.88,N
29.72929,-95.08486,296.47,0.44,0.38,2025-01-13,0815,N20,nominal,2.0NRT,281.18,0.53,N
17.84637,-93.11787,316.1,0.58,0.52,2025-01-13,0817,N20,nominal,2.0NRT,290.91,49.25,N
29.73916,-95.16084,306.71,0.43,0.38,2025-01-13,0815,N20,nominal,2.0NRT,281.95,1.41,N
17.94588,-93.65206,332.41,0.53,0.5,2025-01-13,0817,N20,nominal,2.0NRT,291.01,2.84,N
29.72519,-95.12274,295.15,0.43,0.38,2025-01-13,0815,N20,nominal,2.0NRT,283.94,0.95,N
17.84271,-93.1243,338.88,0.58,0.52,2025-01-13,0817,N20,nominal,2.0NRT,292.98,49.25,N
29.72858,-95.22287,304.02,0.43,0.38,2025-01-13,0815,N20,nominal,2.0NRT,280.72,0.87,N
17.84166,-93.11897,336.41,0.58,0.52,2025-01-13,0817,N20,nominal,2.0NRT,301.57,49.25,N
29.63562,-95.04673,315.6,0.44,0.38,2025-01-13,0815,N20,nominal,2.0NRT,273.59,1.28,N
17.8406,-93.11356,304.26,0.58,0.52,2025-01-13,0817,N20,nominal,2.0NRT,291.24,10.87,N
29.57835,-98.03518,326.55,0.38,0.36,2025-01-13,0815,N20,nominal,2.0NRT,276.44,3.06,N
17.93653,-93.6284,303.98,0.53,0.5,2025-01-13,0817,N20,nominal,2.0NRT,290.85,0.46,N
29.57773,-98.03125,303.11,0.38,0.36,2025-01-13,0815,N20,nominal,2.0NRT,279.6,2.37,N
29.34121,-97.11324,296.89,0.39,0.36,2025-01-13,0815,N20,nominal,2.0NRT,278.33,0.95,N
17.91158,-93.52493,324.41,0.54,0.51,2025-01-13,0817,N20,nominal,2.0NRT,290.97,3.71,N
29.34056,-97.10926,295.85,0.39,0.36,2025-01-13,0815,N20,nominal,2.0NRT,278.6,0.61,N
17.9106,-93.5199,319.59,0.54,0.51,2025-01-13,0817,N20,nominal,2.0NRT,290.75,3.66,N
17.92741,-93.63039,324.97,0.53,0.5,2025-01-13,0817,N20,nominal,2.0NRT,291.03,1.9,N
29.27667,-96.7877,296.23,0.39,0.37,2025-01-13,0815,N20,nominal,2.0NRT,278.81,0.58,N
29.08132,-95.75536,295.63,0.42,0.38,2025-01-13,0815,N20,nominal,2.0NRT,277.34,0.36,N
18.02418,-94.22446,304.39,0.49,0.48,2025-01-13,0817,N20,nominal,2.0NRT,289.7,0.43,N
30.49877,-109.63177,350.43,0.45,0.63,2025-01-13,0815,N20,nominal,2.0NRT,274.39,8.51,N
17.92408,-93.75847,317.9,0.52,0.5,2025-01-13,0817,N20,nominal,2.0NRT,290.74,2.02,N
28.98673,-97.827,300.27,0.38,0.36,2025-01-13,0815,N20,nominal,2.0NRT,278.5,0.4,N
17.87245,-93.49669,308.43,0.54,0.51,2025-01-13,0817,N20,nominal,2.0NRT,290.5,0.83,N
28.70261,-96.54229,301.31,0.4,0.37,2025-01-13,0815,N20,nominal,2.0NRT,262.93,0.29,N
17.98711,-94.52847,319.11,0.47,0.47,2025-01-13,0817,N20,nominal,2.0NRT,290.77,1.95,N
28.51258,-96.77048,298.96,0.4,0.37,2025-01-13,0815,N20,nominal,2.0NRT,269.43,0.7,N
17.9828,-94.52932,338.92,0.47,0.47,2025-01-13,0817,N20,nominal,2.0NRT,291.29,6.88,N
28.51334,-96.79536,295.41,0.4,0.37,2025-01-13,0815,N20,nominal,2.0NRT,278.95,0.58,N
17.98363,-94.53365,303.12,0.47,0.47,2025-01-13,0817,N20,nominal,2.0NRT,291.52,1.44,N
28.51814,-98.78655,306.88,0.39,0.36,2025-01-13,0815,N20,nominal,2.0NRT,276.6,0.72,N
17.97765,-94.52583,335.55,0.47,0.47,2025-01-13,0817,N20,nominal,2.0NRT,291.71,6.88,N
28.46468,-99.03817,296.61,0.39,0.36,2025-01-13,0815,N20,nominal,2.0NRT,269.67,0.49,N
17.97168,-94.51804,338.77,0.47,0.47,2025-01-13,0817,N20,nominal,2.0NRT,291.55,3.39,N
28.05834,-97.43768,340.87,0.39,0.36,2025-01-13,0815,N20,nominal,2.0NRT,285.08,8.24,N
17.97251,-94.52238,303.19,0.47,0.47,2025-01-13,0817,N20,nominal,2.0NRT,291.31,3.39,N
28.05696,-97.45016,312.46,0.39,0.36,2025-01-13,0815,N20,nominal,2.0NRT,280.85,1.28,N
17.6566,-93.36111,308.58,0.56,0.52,2025-01-13,0817,N20,nominal,2.0NRT,290.42,1.87,N
28.04924,-97.5492,301.87,0.39,0.36,2025-01-13,0815,N20,nominal,2.0NRT,279.6,0.68,N
27.98839,-97.57401,296.33,0.39,0.36,2025-01-13,0815,N20,nominal,2.0NRT,279.57,0.43,N
28.36978,-100.10029,308.75,0.4,0.37,2025-01-13,0815,N20,nominal,2.0NRT,275,0.52,N
27.93418,-97.32919,297.66,0.39,0.36,2025-01-13,0815,N20,nominal,2.0NRT,279.21,0.55,N
27.93013,-97.3208,309.29,0.39,0.36,2025-01-13,0815,N20,nominal,2.0NRT,280.34,0.84,N
27.90108,-97.26965,320.68,0.39,0.36,2025-01-13,0815,N20,nominal,2.0NRT,280.73,1.78,N
27.89112,-97.27175,313.63,0.39,0.36,2025-01-13,0815,N20,nominal,2.0NRT,283,1.18,N
27.89047,-97.26779,304.91,0.39,0.36,2025-01-13,0815,N20,nominal,2.0NRT,281.68,1.18,N
27.82611,-97.19115,327.07,0.39,0.37,2025-01-13,0815,N20,nominal,2.0NRT,283.16,2.29,N
27.82211,-97.2084,320.33,0.39,0.37,2025-01-13,0815,N20,nominal,2.0NRT,282.43,2.03,N
27.82274,-97.43571,296.29,0.39,0.36,2025-01-13,0815,N20,nominal,2.0NRT,283.03,0.19,N
27.81417,-97.42529,308,0.39,0.36,2025-01-13,0815,N20,nominal,2.0NRT,280.38,0.98,N
27.81151,-97.42992,299.27,0.39,0.36,2025-01-13,0815,N20,nominal,2.0NRT,284.65,0.8,N
27.81725,-97.48563,299.29,0.39,0.36,2025-01-13,0815,N20,nominal,2.0NRT,285.02,1.27,N
27.81661,-97.48171,296.38,0.39,0.36,2025-01-13,0815,N20,nominal,2.0NRT,285.75,0.92,N
28.68538,-106.09099,302.79,0.52,0.5,2025-01-13,0815,N20,nominal,2.0NRT,274.57,1.88,N
26.0796,-98.25776,309.17,0.39,0.36,2025-01-13,0815,N20,nominal,2.0NRT,281.04,0.81,N
25.98291,-98.06263,306.95,0.39,0.36,2025-01-13,0815,N20,nominal,2.0NRT,281.81,0.75,N
25.72332,-100.29836,297.49,0.39,0.36,2025-01-13,0815,N20,nominal,2.0NRT,265.79,0.74,N
25.57726,-99.93559,303.69,0.39,0.36,2025-01-13,0815,N20,nominal,2.0NRT,265.53,1.24,N
25.60405,-100.91936,332.09,0.41,0.37,2025-01-13,0815,N20,nominal,2.0NRT,273.91,3.25,N
25.23293,-107.11643,309.54,0.55,0.51,2025-01-13,0815,N20,nominal,2.0NRT,284.62,1.98,N
25.23092,-107.11826,295.72,0.55,0.51,2025-01-13,0815,N20,nominal,2.0NRT,283.05,0.56,N
24.01456,-107.04189,307.95,0.52,0.5,2025-01-13,0815,N20,nominal,2.0NRT,283.08,1.37,N
20.94445,-89.66576,302.34,0.42,0.61,2025-01-13,0817,N20,nominal,2.0NRT,291.39,0.33,N
20.34821,-89.42117,314.46,0.45,0.63,2025-01-13,0817,N20,nominal,2.0NRT,292.04,1.52,N
20.34676,-89.42318,319.27,0.45,0.63,2025-01-13,0817,N20,nominal,2.0NRT,291.55,1.71,N
19.5912,-92.20364,319.34,0.61,0.54,2025-01-13,0817,N20,nominal,2.0NRT,292.63,2.72,N
19.60389,-92.29002,335.76,0.6,0.53,2025-01-13,0817,N20,nominal,2.0NRT,292.69,5.15,N
19.60505,-92.29565,312.17,0.6,0.53,2025-01-13,0817,N20,nominal,2.0NRT,292.23,4.16,N
19.59908,-92.29111,337.84,0.6,0.53,2025-01-13,0817,N20,nominal,2.0NRT,292.57,5.15,N
19.60023,-92.29675,310.14,0.6,0.53,2025-01-13,0817,N20,nominal,2.0NRT,292.23,4.16,N
19.56808,-92.23883,333.43,0.61,0.53,2025-01-13,0817,N20,nominal,2.0NRT,293.18,7.2,N
19.52226,-92.1894,323.62,0.62,0.54,2025-01-13,0817,N20,nominal,2.0NRT,292.44,4.73,N
19.52508,-92.19001,322.11,0.62,0.54,2025-01-13,0817,N20,nominal,2.0NRT,292.8,5.52,N
19.51807,-92.15539,308,0.62,0.54,2025-01-13,0817,N20,nominal,2.0NRT,292.12,1.41,N
19.44296,-92.03815,315.15,0.63,0.54,2025-01-13,0817,N20,nominal,2.0NRT,291.6,1.61,N
19.44778,-92.08626,339.99,0.63,0.54,2025-01-13,0817,N20,nominal,2.0NRT,292.81,8.92,N
19.44899,-92.0921,306.92,0.63,0.54,2025-01-13,0817,N20,nominal,2.0NRT,291.7,8.92,N
19.43805,-92.03927,308.77,0.63,0.54,2025-01-13,0817,N20,nominal,2.0NRT,291.49,1.61,N
19.43683,-92.03337,310,0.63,0.54,2025-01-13,0817,N20,nominal,2.0NRT,291.83,2.5,N
19.39757,-92.04237,343.18,0.63,0.54,2025-01-13,0817,N20,nominal,2.0NRT,292.29,8.84,N
19.39267,-92.04349,331.41,0.63,0.54,2025-01-13,0817,N20,nominal,2.0NRT,291.99,7.23,N
19.39663,-92.04438,340.16,0.63,0.54,2025-01-13,0817,N20,nominal,2.0NRT,293.15,13.1,N
19.36824,-92.00594,349.05,0.32,0.54,2025-01-13,0817,N20,nominal,2.0NRT,292.77,2.11,N
19.36885,-92.00891,304.59,0.32,0.54,2025-01-13,0817,N20,nominal,2.0NRT,291.82,2.11,N
